Player Name,Base Price,Category,Bowl_Style,Bat_Style,Bat_Hand,Age,Is_Keeper,Wickets,Bowl_Innings,Eco_Median,Bowl_Avg,Runs,Bat_Innings,SR_Median,Bat_Avg,Past_Price_2025,Past_Team_2025,Sold_2025,Retained
Siddarth Yadav,0.3,Indian,Right-arm Fast,Left-hand bat,L,22.0,0.0,3.0,2.0,12.0,12.67,869.0,28.0,135.29,31.04,0.0,None,False,False
Samarth Vyas,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,29.0,0.0,0.0,2.0,9.5,18.0,391.0,18.0,110.92,21.72,0.0,None,False,False
Mohit Rathee,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,25.0,0.0,8.0,11.0,8.75,37.38,48.0,8.0,100.0,6.0,0.3,RCB,True,False
Pratham Sing,0.3,Indian,Right-arm offbreak,Left-hand bat,L,33.0,0.0,0.0,0.0,12.0,99.0,105.0,4.0,92.79,26.25,0.0,None,False,False
Vicky Ostwal,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,23.0,0.0,24.0,28.0,6.75,29.62,278.0,20.0,100.0,13.9,0.0,None,False,False
Hardik Tamore,0.3,Indian,Right-arm medium,Right-hand bat,R,28.0,0.0,0.0,0.0,12.0,99.0,538.0,16.0,131.67,33.62,0.0,None,True,False
Aarya Desai,0.3,Indian,Right-arm offbreak,Left-hand bat,L,22.0,0.0,2.0,5.0,11.0,29.0,473.0,15.0,164.29,31.53,0.0,None,False,False
Tanush Kotian,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,20.0,19.0,8.25,22.1,128.0,11.0,100.0,11.64,0.0,None,True,False
KM Asif,0.3,Indian,Right-arm medium,Right-hand bat,R,32.0,0.0,40.0,27.0,7.75,19.2,18.0,3.0,0.0,6.0,0.0,None,True,False
KL Shrijith,0.3,Indian,Right-arm offbreak,Left-hand bat,L,28.0,0.0,0.0,0.0,12.0,99.0,1245.0,38.0,115.56,32.76,0.0,None,False,False
Yuvraj Chaudhary,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,24.0,0.0,14.0,16.0,7.62,28.93,636.0,19.0,137.04,33.47,0.3,LSG,True,False
Ashok Sharma,0.3,Indian,Right-arm medium,Right-hand bat,R,23.0,0.0,10.0,9.0,8.33,25.7,2.0,3.0,0.0,0.67,0.3,RR,True,False
Samarth Nagaraj,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,20.0,0.0,2.0,7.0,11.0,125.0,15.0,3.0,60.0,5.0,0.0,None,True,False
Shubhang Hegde,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,24.0,0.0,43.0,37.0,6.75,21.37,572.0,29.0,131.71,19.72,0.0,None,False,False
Aryan Juyal,0.3,Indian,Right-arm Fast,Right-hand bat,R,24.0,1.0,0.0,0.0,12.0,99.0,384.0,10.0,116.33,38.4,0.3,LSG,True,False
Praful Hinge,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,23.0,0.0,8.0,6.0,7.88,25.75,6.0,1.0,100.0,6.0,0.0,None,False,False
Vivrant Sharma,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,28.0,0.0,0.0,2.0,12.64,37.0,86.0,3.0,76.47,28.67,0.0,None,True,False
KC Cariappa,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,30.0,0.0,42.0,40.0,6.62,24.05,106.0,17.0,112.5,6.24,0.0,None,False,False
PV Satyanarayan Raju,0.3,Indian,,,,0.0,,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Akhil Rawat,0.3,Indian,Right-arm Fast,Right-hand bat,R,0.0,0.0,0.0,0.0,12.0,99.0,496.0,16.0,165.0,31.0,0.0,None,False,False
Rajneesh Gurbani,0.3,Indian,Right-arm medium,Right-hand bat,R,32.0,0.0,8.0,7.0,8.0,25.12,3.0,2.0,37.5,1.5,0.0,None,False,False
Jafar Jamal,0.3,Indian,Right-arm medium,Right-hand bat,R,35.0,0.0,0.0,0.0,12.0,99.0,413.0,19.0,139.13,21.74,0.0,None,False,False
Kuldip Yadav,0.3,Indian,Left-arm medium-fast,Left-hand bat,L,29.0,0.0,22.0,19.0,9.0,24.55,1.0,1.0,100.0,1.0,0.0,None,False,False
Manoj Bhandage,0.3,Indian,Right-arm medium,Left-hand bat,L,27.0,0.0,20.0,25.0,9.39,28.85,416.0,25.0,142.86,16.64,0.3,RCB,True,False
Akshat Raghuwanshi,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,0.0,12.0,99.0,421.0,8.0,160.03,52.62,0.0,None,False,False
Prateek Yadav,0.3,Indian,Right-arm offbreak,Left-hand bat,L,26.0,0.0,1.0,4.0,10.62,78.0,422.0,17.0,180.0,24.82,0.0,None,False,False
Jasmer Dhankar,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,27.0,0.0,22.0,23.0,9.25,24.73,14.0,7.0,75.0,2.0,0.0,None,False,False
Mohit Avasthi,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,33.0,0.0,20.0,17.0,9.5,28.9,14.0,3.0,88.89,4.67,0.0,None,False,False
Sudhesan Midhun,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,31.0,0.0,25.0,24.0,8.75,23.36,33.0,7.0,100.0,4.71,0.0,None,False,False
Anirudh Kanwar,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,31.0,0.0,5.0,5.0,9.33,32.4,1.0,3.0,0.0,0.33,0.0,None,False,False
Kamal Tripathi,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,16.0,12.0,7.71,16.62,117.0,9.0,100.0,13.0,0.0,None,False,False
Prashant Sai Painkra,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,23.0,0.0,10.0,10.0,8.4,26.6,1.0,1.0,50.0,1.0,0.0,None,False,False
Yarra Prithviraj,0.3,Indian,Left-arm Fast,Left-hand bat,L,27.0,0.0,20.0,12.0,6.16,16.8,16.0,2.0,108.34,8.0,0.0,None,False,False
Saurabh Dubey,0.3,Indian,Left-arm medium-fast,Right-hand bat,R,27.0,0.0,12.0,13.0,9.33,27.75,108.0,9.0,55.56,12.0,0.0,None,False,False
Abhimanyu Easwaran,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,30.0,0.0,0.0,0.0,12.0,99.0,188.0,5.0,158.18,37.6,0.0,None,False,False
Ashwin Hebbar,0.3,Indian,Right-arm medium,Right-hand bat,R,30.0,0.0,0.0,0.0,12.0,99.0,943.0,24.0,131.68,39.29,0.0,None,False,False
Divesh Sharma,0.3,Indian,Right-arm medium,Right-hand bat,R,24.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,True,False
Saranu Nishanth,0.3,Indian,Right-arm medium,Right-hand bat,R,20.0,0.0,1.0,2.0,9.02,53.0,1.0,1.0,50.0,1.0,0.0,None,False,False
Vaisakh Chandran,0.3,Indian,Right-arm offbreak,Right-hand bat,R,38.0,0.0,6.0,13.0,7.67,49.5,18.0,5.0,62.5,3.6,0.0,None,False,False
Ishan Porel,0.3,Indian,Right-arm medium,Right-hand bat,R,27.0,0.0,13.0,13.0,6.78,21.31,0.0,0.0,100.0,0.0,0.0,None,True,False
Dinesh Bana,0.3,Indian,Right-arm offbreak,Right-hand bat,R,20.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Vishwanath Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,3.0,6.0,9.75,33.67,823.0,26.0,106.0,31.65,0.0,None,False,False
Vishnu Solanki,0.3,Indian,Right-arm offbreak,Right-hand bat,R,33.0,0.0,0.0,0.0,12.0,99.0,316.0,21.0,128.57,15.05,0.0,None,False,False
Anshuman Hooda,0.3,Indian,Right-arm fast-medium,Left-hand bat,L,0.0,0.0,12.0,9.0,10.0,22.17,5.0,1.0,166.67,5.0,0.0,None,True,False
BR Sharath,0.3,Indian,Right-arm medium,Right-hand bat,R,29.0,1.0,0.0,0.0,12.0,99.0,774.0,30.0,154.72,25.8,0.0,None,False,False
Umang Kumar,0.3,Indian,Right-arm offbreak,Right-hand bat,R,25.0,0.0,0.0,1.0,10.0,20.0,280.0,13.0,140.0,21.54,0.0,None,True,False
Mahesh Pithiya,0.3,Indian,Right-arm offbreak,Right-hand bat,R,23.0,0.0,14.0,17.0,9.5,20.43,30.0,6.0,102.08,5.0,0.0,None,False,False
Rohan Kunnummal,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,0.0,0.0,12.0,99.0,1379.0,40.0,138.91,34.48,0.0,None,False,False
Rohit Rayudu,0.3,Indian,Right-arm offbreak,Left-hand bat,L,31.0,0.0,0.0,0.0,12.0,99.0,134.0,6.0,136.13,22.33,0.0,None,False,False
Jonte Smith,0.3,Indian,,,,0.0,,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Tanmay Agarwal,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,30.0,0.0,0.0,0.0,12.0,99.0,148.0,6.0,133.46,24.67,0.0,None,False,False
Aman Khan,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,25.0,0.0,29.0,29.0,7.75,28.45,1252.0,51.0,139.44,24.55,0.0,None,False,False
Swastik Chikara,0.3,Indian,Right-arm offbreak,Right-hand bat,R,25.0,0.0,0.0,6.0,9.5,86.0,1388.0,36.0,136.88,38.56,0.3,RCB,True,False
Harvik Desai,0.3,Indian,,Right-hand bat,R,26.0,1.0,0.0,0.0,12.0,99.0,555.0,16.0,155.99,34.69,0.0,None,True,False
Shreyash Chavan,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,25.0,0.0,32.0,25.0,7.33,21.19,17.0,5.0,66.67,3.4,0.0,None,False,False
Atharva Taide,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,25.0,0.0,2.0,3.0,7.5,11.0,810.0,22.0,159.66,36.82,0.3,SRH,True,False
Rithik S,0.3,Indian,Right-arm medium,Left-hand bat,L,23.0,0.0,0.0,0.0,12.0,99.0,391.0,23.0,131.58,17.0,0.0,None,False,False
Yash Dhull,0.3,Indian,Right-arm offbreak,Right-hand bat,R,23.0,0.0,0.0,0.0,12.0,99.0,961.0,30.0,123.84,32.03,0.0,None,True,False
Deepak Devadiga,0.3,Indian,Right-arm offbreak,Right-hand bat,R,26.0,0.0,7.0,17.0,9.0,53.71,0.0,1.0,0.0,0.0,0.0,None,True,False
Madhav Kaushik,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,0.0,0.0,12.0,99.0,1002.0,33.0,127.27,30.36,0.0,None,True,False
Tanay Thyagarajan,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,30.0,0.0,6.0,6.0,6.12,28.67,46.0,3.0,180.0,15.33,0.0,None,False,False
Rajan Kumar,0.3,Indian,Left-arm medium-fast,Left-hand bat,L,29.0,0.0,11.0,15.0,8.5,37.82,57.0,7.0,100.0,8.14,0.0,None,True,False
Kunal Ajay Rathore,0.3,Indian,Right-arm medium,Left-hand bat,L,23.0,0.0,0.0,0.0,12.0,99.0,201.0,9.0,141.67,22.33,0.0,None,False,False
Vignesh Puthur,0.3,Indian,Left-arm Chinaman,Right-hand bat,R,24.0,0.0,12.0,12.0,9.66,25.75,0.0,0.0,100.0,0.0,0.3,MI,True,False
Luvnith Sisodia,0.3,Indian,Left-arm medium,Left-hand bat,L,25.0,0.0,0.0,0.0,12.0,99.0,919.0,32.0,151.25,28.72,0.3,KKR,True,False
Ankit Rajpoot,0.3,Indian,Right-arm medium,Right-hand bat,R,32.0,0.0,21.0,16.0,8.25,22.14,9.0,5.0,100.0,1.8,0.0,None,False,False
Tushar Raheja,0.3,Indian,Right-arm Fast,Left-hand bat,L,0.0,0.0,0.0,0.0,12.0,99.0,1051.0,26.0,143.28,40.42,0.0,None,False,False
Mayank Rawat,0.3,Indian,Right-arm offbreak,Right-hand bat,R,26.0,0.0,19.0,19.0,7.5,22.11,638.0,22.0,157.36,29.0,0.0,None,False,False
Sachin Dhas,0.3,Indian,Right-arm offbreak,Right-hand bat,R,20.0,0.0,0.0,0.0,12.0,99.0,344.0,20.0,104.69,17.2,0.0,None,True,False
Ricky Bhui,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,29.0,0.0,0.0,0.0,12.0,99.0,725.0,19.0,127.78,38.16,0.0,None,False,False
Aradhya Shukla,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,21.0,0.0,25.0,18.0,9.54,20.56,1.0,4.0,0.0,0.25,0.0,None,False,False
Sudip Kumar Gharami,0.3,Indian,Right-arm offbreak,Right-hand bat,R,26.0,0.0,0.0,0.0,12.0,99.0,658.0,26.0,102.28,25.31,0.0,None,False,False
Bharat Sharma,0.3,Indian,Right-arm Fast,Right-hand bat,R,26.0,0.0,0.0,0.0,12.0,99.0,323.0,11.0,123.53,29.36,0.0,None,False,False
Basil Thampi,0.3,Indian,Right-arm fast-medium,Right-hand bat,R,32.0,0.0,40.0,29.0,7.75,18.75,107.0,12.0,104.54,8.92,0.0,None,True,False
Raj Limbani,0.3,Indian,Right-arm medium,Left-hand bat,L,20.0,0.0,16.0,14.0,9.22,19.44,23.0,4.0,100.0,5.75,0.0,None,True,False
Anmol Malhotra,0.3,Indian,Right-arm offbreak,Right-hand bat,R,29.0,0.0,0.0,0.0,12.0,99.0,768.0,25.0,133.33,30.72,0.0,None,False,False
Sushant Mishra,0.3,Indian,Left-arm medium-fast,Left-hand bat,L,24.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Maruthungal Ajinas,0.3,Indian,,Right-hand bat,R,28.0,0.0,0.0,0.0,12.0,99.0,681.0,29.0,102.0,23.48,0.0,None,False,False
Pulkit Narang,0.3,Indian,Right-arm offbreak,Right-hand bat,R,31.0,0.0,11.0,6.0,5.25,7.0,16.0,2.0,120.46,8.0,0.0,None,False,False
Mujtaba Yousuf,0.3,Indian,Left-arm medium-fast,Left-hand bat,L,23.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Vineet Panwar,0.3,Indian,Right-arm medium,Right-hand bat,R,27.0,0.0,36.0,31.0,7.0,23.58,102.0,17.0,111.11,6.0,0.0,None,False,False
R Sonu Yadav,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,26.0,0.0,36.0,24.0,7.62,19.08,367.0,20.0,129.7,18.35,0.0,None,False,False
Avneesh Sudha,0.3,Indian,Right-arm offbreak,Right-hand bat,R,24.0,0.0,8.0,17.0,9.33,57.25,647.0,21.0,145.16,30.81,0.0,None,False,False
Avinash Singh,0.3,Indian,Right-arm medium,Right-hand bat,R,0.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,True,False
Nishunk Birla,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,25.0,0.0,9.0,9.0,6.0,21.11,24.0,3.0,154.55,8.0,0.0,None,False,False
Tejasvi Dahiya,0.3,Indian,Right-arm medium,Right-hand bat,R,23.0,0.0,0.0,0.0,12.0,99.0,547.0,20.0,159.52,27.35,0.0,None,True,False
Yugal Saini,0.3,Indian,,Right-hand bat,R,0.0,0.0,0.0,0.0,12.0,99.0,339.0,14.0,114.96,24.21,0.0,None,False,False
Ayush Doseja,0.3,Indian,Right-arm offbreak,Right-hand bat,R,0.0,0.0,0.0,1.0,10.0,10.0,334.0,13.0,100.0,25.69,0.0,None,False,False
Shivam Gupta,0.3,Indian,Right-arm offbreak,Right-hand bat,R,19.0,0.0,10.0,8.0,9.12,22.2,318.0,19.0,100.0,16.74,0.0,None,False,False
Samarth Seth,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,23.0,0.0,0.0,0.0,12.0,99.0,318.0,14.0,124.58,22.71,0.0,None,False,False
Rajneesh Dadar,0.3,Indian,Right-arm Fast,Right-hand bat,R,0.0,0.0,30.0,18.0,8.25,17.2,30.0,4.0,71.9,7.5,0.0,None,False,False
Manan Bhardwaj,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,0.0,0.0,19.0,17.0,7.0,20.05,44.0,6.0,116.25,7.33,0.0,None,False,False
Aaradhya Yadav,0.3,Indian,Right-arm Fast,Right-hand bat,R,21.0,0.0,0.0,0.0,12.0,99.0,917.0,26.0,104.76,35.27,0.0,None,False,False
Sumeet Verma,0.3,Indian,Right-arm offbreak,Right-hand bat,R,35.0,0.0,0.0,0.0,12.0,99.0,59.0,2.0,142.75,29.5,0.0,None,False,False
Shaik Rasheed,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,21.0,0.0,0.0,3.0,15.0,41.0,726.0,24.0,122.72,30.25,0.3,CSK,True,False
Ayush Vartak,0.3,Indian,Right-arm medium,Right-hand bat,R,0.0,0.0,2.0,2.0,10.75,21.5,83.0,5.0,100.0,16.6,0.0,None,False,False
Akash Vasisht,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,30.0,0.0,1.0,1.0,2.0,2.0,13.0,2.0,90.91,6.5,0.0,None,False,False
Abhinav Manohar,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,31.0,0.0,0.0,0.0,12.0,99.0,1293.0,49.0,125.0,26.39,3.2,SRH,True,False
Prayas Ray Barman,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,23.0,0.0,8.0,10.0,7.33,26.75,168.0,13.0,71.43,12.92,0.0,None,False,False
Kartik Chadha,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,21.0,0.0,22.0,14.0,6.88,16.45,26.0,5.0,66.67,5.2,0.0,None,False,False
Abhay Kamal Choudhary,0.3,Indian,Right-arm medium,Right-hand bat,R,23.0,0.0,0.0,0.0,12.0,99.0,142.0,7.0,116.67,20.29,0.0,None,False,False
Rohan Rana,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,22.0,0.0,0.0,0.0,12.0,99.0,4.0,1.0,100.0,4.0,0.0,None,False,False
Naman Tiwari,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,32.0,25.0,9.0,23.5,17.0,11.0,41.67,1.55,0.0,None,True,False
Mukhtar Hussain,0.3,Indian,Right-arm medium,Right-hand bat,R,26.0,0.0,10.0,8.0,7.5,17.8,52.0,3.0,207.69,17.33,0.0,None,False,False
Vidyadhar Patil,0.3,Indian,Right-arm medium,Right-hand bat,R,25.0,0.0,30.0,25.0,10.5,24.13,96.0,11.0,150.0,8.73,0.0,None,False,False
Sakib Hussain,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,20.0,0.0,0.0,2.0,10.92,56.0,0.0,0.0,100.0,0.0,0.0,None,True,False
Kritagya Singh,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,25.0,0.0,12.0,18.0,8.75,34.42,628.0,29.0,106.82,21.66,0.0,None,False,False
Digvijay Deshmukh,0.3,Indian,Right-arm fast-medium,Right-hand bat,R,27.0,0.0,9.0,12.0,11.15,36.11,66.0,8.0,100.0,8.25,0.0,None,True,False
Slakshy Jain,0.3,Indian,Right-arm offbreak,Left-hand bat,L,23.0,0.0,7.0,14.0,8.25,40.71,23.0,5.0,100.0,4.6,0.0,None,False,False
Dhruv Kaushik,0.3,Indian,Right-arm offbreak,Right-hand bat,R,0.0,0.0,1.0,3.0,12.67,74.0,447.0,17.0,158.54,26.29,0.0,None,False,False
Girinath Reddy,0.3,Indian,Right-arm medium,Right-hand bat,R,27.0,0.0,13.0,12.0,7.84,23.46,139.0,11.0,100.0,12.64,0.0,None,False,False
Abid Mushtaq,0.3,Indian,,,,0.0,,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,False,False
Priyam Garg,0.3,Indian,Right-arm medium,Right-hand bat,R,24.0,0.0,0.0,0.0,12.0,99.0,1049.0,37.0,119.98,28.35,0.0,None,True,False
Murugan Ashwin,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,35.0,0.0,26.0,26.0,7.0,25.23,119.0,13.0,60.0,9.15,0.0,None,True,False
Lalit Yadav,0.3,Indian,Right-arm offbreak,Right-hand bat,R,28.0,0.0,44.0,44.0,8.0,25.98,564.0,37.0,106.25,15.24,0.0,None,True,False
Jonty Sidhu,0.3,Indian,Right-arm offbreak,Left-hand bat,L,28.0,0.0,9.0,13.0,7.0,19.33,496.0,18.0,144.0,27.56,0.0,None,False,False
Sohrab Dhaliwal,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,34.0,0.0,25.0,31.0,8.0,29.76,625.0,32.0,160.56,19.53,0.0,None,False,False
Sachin Baby,0.3,Indian,Right-arm offbreak,Left-hand bat,L,36.0,0.0,14.0,21.0,8.0,28.36,1398.0,37.0,150.0,37.78,0.3,SRH,True,False
Shubham Shubham Agarwal,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,32.0,0.0,9.0,18.0,7.75,51.78,165.0,14.0,100.0,11.79,0.0,None,False,False
Prerak Mankad,0.3,Indian,Right-arm medium,Right-hand bat,R,31.0,0.0,9.0,15.0,9.5,40.11,646.0,20.0,127.2,32.3,0.0,None,True,False
Sanjay Yadav,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,30.0,0.0,11.0,17.0,8.0,33.64,536.0,23.0,122.22,23.3,0.0,None,True,False
Baba Indrajith,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,31.0,0.0,0.0,0.0,12.0,99.0,782.0,29.0,122.22,26.97,0.0,None,False,False
Atharva Kale,0.3,Indian,Right-arm medium,Right-hand bat,R,26.0,0.0,0.0,0.0,12.0,99.0,793.0,30.0,121.4,26.43,0.0,None,False,False
Sumit Kumar 1,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,29.0,0.0,17.0,12.0,8.91,16.18,88.0,14.0,108.34,6.29,0.0,None,False,False
Akash Madhwal,0.3,Indian,Right-arm medium-fast,Right-hand bat,R,32.0,0.0,40.0,32.0,10.0,25.32,23.0,7.0,75.0,3.29,1.2,RR,True,False
Andre Siddharth,0.3,Indian,Right-arm medium,Right-hand bat,R,19.0,0.0,0.0,0.0,12.0,99.0,193.0,12.0,108.33,16.08,0.0,None,False,False
Amandeep Khare,0.3,Indian,Right-arm medium,Right-hand bat,R,28.0,0.0,0.0,0.0,12.0,99.0,608.0,16.0,145.83,38.0,0.0,None,False,False
Saransh Subodh Jain,0.3,Indian,Right-arm offbreak,Left-hand bat,L,32.0,0.0,12.0,12.0,8.38,26.33,86.0,8.0,90.15,10.75,0.0,None,False,False
Hardik Raj,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,19.0,0.0,18.0,30.0,8.25,45.56,354.0,20.0,142.26,17.7,0.0,None,False,False
P Vignesh,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,20.0,0.0,13.0,14.0,9.0,22.23,1.0,1.0,50.0,1.0,0.0,None,False,False
Kaushik Maity,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,26.0,0.0,10.0,17.0,7.25,39.7,71.0,7.0,100.0,10.14,0.0,None,False,False
Hrithik Shokeen,0.3,Indian,Right-arm offbreak,Right-hand bat,R,25.0,0.0,19.0,29.0,7.3,36.37,404.0,21.0,102.94,19.24,0.0,None,True,False
Manan Vohra,0.3,Indian,Right-arm medium,Right-hand bat,R,32.0,0.0,0.0,0.0,12.0,99.0,406.0,12.0,109.09,33.83,0.0,None,False,False
Abdul Basith,0.3,Indian,Right-arm offbreak,Right-hand bat,R,27.0,0.0,24.0,34.0,8.25,29.71,710.0,39.0,130.77,18.21,0.0,None,True,False
Atharva Ankolekar,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,25.0,0.0,17.0,16.0,7.16,23.71,187.0,11.0,117.65,17.0,0.0,None,False,False
Himanshu Sharma,0.3,Indian,Right-arm Leg-Break,Left-hand bat,L,21.0,0.0,20.0,19.0,8.0,23.05,1.0,1.0,100.0,1.0,0.0,None,False,False
Prince Choudhary,0.3,Indian,Right-arm Leg-Break,Right-hand bat,R,26.0,0.0,2.0,4.0,12.42,40.5,1.0,1.0,50.0,1.0,0.0,None,True,False
Shiva Singh,0.3,Indian,Slow left-arm orthodox,Right-hand bat,R,26.0,0.0,22.0,38.0,7.0,36.95,460.0,27.0,130.95,17.04,0.0,None,True,False
Arpit Guleria,0.3,Indian,Right-arm medium,Right-hand bat,R,28.0,0.0,4.0,2.0,11.5,20.0,0.0,1.0,0.0,0.0,0.0,None,True,False
Rajvardhan Hangargekar,0.3,Indian,Right-arm medium,Right-hand bat,R,23.0,0.0,31.0,25.0,9.91,24.42,149.0,18.0,108.34,8.28,0.0,None,False,False
Suyash Prabhudessai,0.3,Indian,Right-arm medium,Right-hand bat,R,28.0,0.0,0.0,1.0,14.0,28.0,369.0,14.0,122.22,26.36,0.0,None,False,False
Abhijeet Tomar,0.3,Indian,Right-arm offbreak,Right-hand bat,R,30.0,0.0,0.0,0.0,12.0,99.0,480.0,12.0,153.12,40.0,0.0,None,False,False
Harsh Tyagi,0.3,Indian,Right-arm medium,Right-hand bat,R,0.0,0.0,22.0,23.0,7.5,22.77,581.0,31.0,106.46,18.74,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Himanshu Singh,0.3,Indian,Right-arm offbreak,Right-hand bat,R,22.0,0.0,0.0,1.0,9.33,28.0,3.0,1.0,75.0,3.0,0.0,None,False,False
Darshan Nalkande,0.3,Indian,Right-arm fast-medium,Right-hand bat,R,27.0,0.0,10.0,14.0,10.84,45.3,137.0,10.0,119.25,13.7,0.3,DC,True,False
Shashwat Rawat,0.3,Indian,Right-arm medium-fast,Left-hand bat,L,24.0,0.0,1.0,7.0,6.67,101.0,514.0,17.0,141.38,30.24,0.0,None,False,False
Gaurav Gambhir,0.3,Indian,Right-arm offbreak,Right-hand bat,R,38.0,0.0,6.0,6.0,8.38,27.83,59.0,5.0,77.78,11.8,0.0,None,False,False
Utkarsh Singh,0.3,Indian,Right-arm offbreak,Left-hand bat,L,27.0,0.0,0.0,0.0,12.0,99.0,0.0,0.0,100.0,0.0,0.0,None,True,False
Atit Sheth,0.3,Indian,Right-arm medium,Right-hand bat,R,29.0,0.0,43.0,25.0,8.25,16.42,383.0,20.0,163.86,19.15,0.0,None,True,False
Vijay Shankar,0.3,Indian,Right-arm medium,Right-hand bat,R,34.0,0.0,14.0,14.0,9.62,25.43,1077.0,42.0,128.42,25.64,1.2,CSK,True,False
Shubham Garhwal,0.3,Indian,Slow left-arm orthodox,Left-hand bat,L,30.0,0.0,8.0,4.0,6.62,9.62,249.0,8.0,146.88,31.12,0.0,None,False,False
